Unnamed: 0,Actvitiy,Description,Cluster,x,y,z,SVD_1,SVD_2
262,Home Activities,"Standing, holding child",5,0.10829954284507715,-0.09546087300094591,-0.03132815656043638,0.10829954284507715,-0.09546087300094591
266,Home Activities,Reclining with baby,4,0.0007682568943590125,-0.0014677153922273089,-0.0008528386904777124,0.0007682568943590125,-0.0014677153922273089
268,Home Activities,"Sit, playing with animals, light, only active period",2,0.13095527576282787,-0.06105599222612499,-0.06891956366587872,0.13095527576282787,-0.06105599222612499
273,Home Activities,"Standing, bathing dog",5,0.09636477563573934,-0.09959697025263037,-0.023784476168439747,0.09636477563573934,-0.09959697025263037
275,Home Activities,"Elder care, disabled adult, bathing, dressing, moving into and out of bed, only active periods",4,0.07391787688334422,-0.04315787210571022,-0.04444631553122725,0.07391787688334422,-0.04315787210571022
276,Home Activities,"Elder care, disabled adult, feeding, combing hair, light effort, only active periods",2,0.17806440802793697,-0.12607127352680714,-0.09541859606783992,0.17806440802793697,-0.12607127352680714
277,Home Activities,Handwashing,4,2.4873926219825654e-07,2.7652385154202853e-06,-7.112813974171234e-06,2.4873926219825654e-07,2.7652385154202853e-06
278,Home Repair,Airplane repair,4,0.01961100338524031,-0.02246804817280095,-0.014500794206962894,0.01961100338524031,-0.02246804817280095
279,Home Repair,Automobile body work,4,0.0764305319875529,-0.021415698440313335,-0.011303302367940046,0.0764305319875529,-0.021415698440313335
283,Home Repair,"Carpentry, outside house, building a fence",4,0.03302575164305276,-0.036611475679576004,-0.02462851302935172,0.03302575164305276,-0.036611475679576004
284,Home Repair,"Carpentry, finishing, varnishing, or refinishing cabinets or furniture",4,0.03387744176405499,-0.026003461790110878,-0.025336563303370134,0.03387744176405499,-0.026003461790110878
288,Home Repair,"Caulking, chinking log cabin",4,1.4252855289519577e-05,0.00019651204055463341,-0.0005016420587970636,1.4252855289519577e-05,0.00019651204055463341
289,Home Repair,"Caulking, except log cabin",4,1.4252855289519577e-05,0.00019651204055463341,-0.0005016420587970636,1.4252855289519577e-05,0.00019651204055463341
290,Home Repair,Cleaning gutters,4,0.04919228658920464,-0.008326543466902524,-0.0389246052335042,0.04919228658920464,-0.008326543466902524
291,Home Repair,Excavating garage,4,0.010679178409484982,-0.010758370893311995,-0.00827692037304192,0.010679178409484982,-0.010758370893311995
292,Home Repair,Hanging storm windows,4,0.015965839067897773,0.004397766145392384,-0.0071164591531363754,0.015965839067897773,0.004397766145392384
293,Home Repair,Hanging sheet rock inside house,4,0.02730752482639925,-0.026258797660654205,-0.003081789097857439,0.02730752482639925,-0.026258797660654205
294,Home Repair,Hammering nails,4,-4.1122548818033967e-07,-2.0938170090862817e-06,-8.264792340899083e-07,-4.1122548818033967e-07,-2.0938170090862817e-06
298,Home Repair,Laying or removing carpet,4,0.00945474038663952,0.00472481625007461,-0.004592672219130921,0.00945474038663952,0.00472481625007461
299,Home Repair,Laying tile or linoleum,4,0.0012243318441940033,-0.0012418360642925338,-0.00043886459972876867,0.0012243318441940033,-0.0012418360642925338
300,Home Repair,Repairing appliances,4,-4.5828106736050935e-07,-1.8595041204378227e-07,-4.6427774109827995e-06,-4.5828106736050935e-07,-1.8595041204378227e-07
302,Home Repair,"Painting inside house, wallpapering, scraping paint",4,0.03301961715661484,-0.04204470015916554,-0.022571144824978306,0.03301961715661484,-0.04204470015916554
305,Home Repair,Put on and removal of tarp – sailboat,4,0.0013920035350560675,-0.001795057573000342,-0.002048604260869802,0.0013920035350560675,-0.001795057573000342
306,Home Repair,Roofing,4,-9.018491317719276e-07,-3.5793634359885455e-06,1.5937574296639569e-06,-9.018491317719276e-07,-3.5793634359885455e-06
307,Home Repair,Sanding floors with a power sander,4,0.04589785818885007,-0.027298938991305168,-0.020788451680120744,0.04589785818885007,-0.027298938991305168
308,Home Repair,Scraping and painting sailboat or powerboat,4,0.027196838520381208,-0.03477303349482034,-0.017388602673527414,0.027196838520381208,-0.03477303349482034
309,Home Repair,Sharpening tools,4,0.012529422896506883,-0.011011951834720594,-0.0023150961276074155,0.012529422896506883,-0.011011951834720594
310,Home Repair,Spreading dirt with a shovel,4,0.011502619999046415,-0.007814060226799296,0.009421584730134375,0.011502619999046415,-0.007814060226799296
311,Home Repair,Washing and waxing hull of sailboat or airplane,4,0.0171652326210569,-0.006374261258169839,-0.014283993590296003,0.0171652326210569,-0.006374261258169839
312,Home Repair,Washing and waxing car,4,0.03268833984570923,-0.016804914002221744,-0.02300504990614446,0.03268833984570923,-0.016804914002221744
314,Home Repair,"Wiring, tapping-splicing",4,0.001128287806098312,0.00016026334187749995,-0.0003731762220947704,0.001128287806098312,0.00016026334187749995
315,Inactivity,Lying quietly and watching television,4,0.008312019129415753,-0.010005502959158788,-0.0022803801943569457,0.008312019129415753,-0.010005502959158788
316,Inactivity,"Lying quietly, doing nothing, lying in bed awake, listening to music (not talking or reading)",4,0.009343854392372886,-0.004663436605857756,-0.004147223302918326,0.009343854392372886,-0.004663436605857756
317,Inactivity,"Sit, watch television",4,0.018234913557693085,-0.013035703360688183,-0.0003696659211530099,0.018234913557693085,-0.013035703360688183
324,Inactivity,Sleeping,4,0.0,0.0,0.0,0.0,0.0
327,Inactivity,Standing watching television,5,0.09103931611046265,-0.09494805615449607,-0.018878178600738395,0.09103931611046265,-0.09494805615449607
328,Inactivity,"Reclining, writing",4,0.008424892149070013,-0.012154459717704263,-0.004232433253724073,0.008424892149070013,-0.012154459717704263
329,Inactivity,"Reclining, talking or talking on phone",4,0.013400280714152137,-0.016581266746372718,-0.008048459657377213,0.013400280714152137,-0.016581266746372718
330,Inactivity,"Reclining, reading",4,0.0009900931882270815,-0.0016601949477113415,-0.0011063404218723753,0.0009900931882270815,-0.0016601949477113415
331,Inactivity,Meditating,4,1.0724542401049426e-06,3.307795574968653e-06,-4.133382776461879e-06,1.0724542401049426e-06,3.307795574968653e-06
337,Lawn & Garden,"Clearing land, haul brush, undergrowth, or ground, vigorous effort",2,0.14660716729990175,-0.10412178565068911,-0.04009647472248018,0.14660716729990175,-0.10412178565068911
338,Lawn & Garden,"Digging sandbox, shoveling sand",4,0.029921872463132562,-0.03102999638312837,-0.01525408877630664,0.029921872463132562,-0.03102999638312837
341,Lawn & Garden,"Digging, spading, filling garden, composting, vigorous effort",2,0.1582654621892312,-0.12336346960691452,-0.051282830474924004,0.1582654621892312,-0.12336346960691452
342,Lawn & Garden,Driving tractor,4,0.016258269114877905,-0.011385360965226632,0.00038146441523040256,0.016258269114877905,-0.011385360965226632
343,Lawn & Garden,"Felling trees, large size",4,0.026716049915507068,-0.026180029753113697,-0.01285062344747365,0.026716049915507068,-0.026180029753113697
344,Lawn & Garden,"Felling trees, small-medium size",4,0.024097576126359665,-0.023815321399888845,-0.009537573253084122,0.024097576126359665,-0.023815321399888845
345,Lawn & Garden,"Gardening with heavy power tools, using chain saw, tilling a garden",4,0.07974160266679589,-0.041197429408203576,-0.025931013841508834,0.07974160266679589,-0.041197429408203576
347,Lawn & Garden,"Irrigation channels, opening and closing ports",4,5.550792265861092e-07,-4.3340079568879065e-07,-7.5281404079483725e-06,5.550792265861092e-07,-4.3340079568879065e-07
348,Lawn & Garden,Laying crushed rock or gravel,4,0.01586434666056402,-0.010673723456115862,0.009715883466590516,0.01586434666056402,-0.010673723456115862
